Distancia;0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;0,9;1,0
0.5;-0.3122683519212927;-0.3122693364413549;-0.31226968022985346;0.3122698562972404;-0.31226989993152826;-0.3122699002980251;-0.31226985502901045;-0.31226978385424875;-0.31226957434869473;-0.31226869188948464
0.6;-0.6018014195682062;-0.6018030694096563;-0.6018035277929905;-0.6018036818505139;-0.6018036966085851;-0.6018037089086248;-0.6018037079076257;-0.6018036621651399;-0.6018035462719896;-0.6018034520899999
0.7;-0.7892668304021933;-0.7892685821671521;-0.7892692095714973;-0.7892692482741696;-0.7892693830304703;-0.789269382939587;-0.7892693907785782;-0.7892693661975299;-0.7892693581685413;-0.7892692420679746
0.8;-0.9141474129737002;-0.9141491303745857;-0.9141494954047195;-0.9141495855280012;-0.9141496314714374;-0.914149697283185;-0.914149703508838;-0.9141497033161051;-0.9141496948712178;-0.9141495936454864
0.9;-0.9984126126639795;-0.9984147335951028;-0.9984153336578124;-0.9984154793796117;-0.9984155416960765;-0.9984155899890389;-0.998415595025205;-0.9984155951923199;-0.9984155923997334;-0.9984155652092676
1.0;-1.0551566750817425;-1.0551584765906428;-1.055159445301544;-1.0551596660000422;-1.0551597457694648;-1.0551597360236258;-1.055159782725191;-1.0551597934099664;-1.055159793366902;-1.0551597820128105
1.1;-1.0926264453189256;-1.0926286682540771;-1.092629424758606;-1.0926297533961586;-1.0926296695986673;-1.092629862584625;-1.0926298977229703;-1.0926299051505384;-1.092629906377524;-1.0926299012442384
1.2;-1.1162819959379908;-1.116284747666599;-1.1162853281704814;-1.116285468572579;-1.1162857833561275;-1.11628596784547;-1.1162859212132092;-1.1162859700624976;-1.1162860065565707;-1.1162860066881226
1.3;-1.1299008408792635;-1.129903427084008;-1.1299038209152903;-1.129904148628632;-1.1299045539186934;-1.12990458845163;-1.1299047243701443;-1.1299047614940998;-1.1299047743844643;-1.12990478150264
1.4;-1.1361845736712366;-1.1361879276144082;-1.1361887011225555;-1.1361891201773306;-1.1361892011485422;-1.1361892783140308;-1.1361894053103794;-1.1361894373875152;-1.1361894471928076;-1.136189451091191
1.5;-1.137111893920886;-1.1371152973068377;-1.137115950932378;-1.1371166195053528;-1.1371167772273878;-1.1371168958048417;-1.137116839233443;-1.137116959868971;-1.1371169988156415;-1.137117065087981
1.6;-1.134142012251603;-1.1341455687294644;-1.1341466811078627;-1.1341470636604187;-1.134147323426383;-1.1341474885878768;-1.134147477073529;-1.134147588262173;-1.1341476243922657;-1.1341476358940417
1.7;-1.1283555499334377;-1.128359352210188;-1.128360402295687;-1.1283610662813595;-1.128361463282022;-1.1283616848370002;-1.1283617065176716;-1.128361814201044;-1.1283618480941857;-1.1283618597579543
1.8;-1.120553970439662;-1.120557204019122;-1.1205588723761661;-1.120559189369222;-1.1205597710416584;-1.1205596965242521;-1.1205601145829234;-1.1205600313374622;-1.1205601378937537;-1.1205601715557945
1.9;-1.1113320514694316;-1.111336500425707;-1.1113380126475423;-1.1113385791296049;-1.1113387833608641;-1.111338792557141;-1.1113392474341588;-1.111339207302706;-1.1113393106197573;-1.1113393475986297
2.0;-1.101142604195437;-1.1011474535342856;-1.1011482171668838;-1.1011491664677484;-1.101149535355274;-1.101149641458752;-1.1011498274319997;-1.1011501397954104;-1.1011502421680728;-1.1011502793431698